mountain,zone,coords,directions,description,no,routeName,difficulty
경상남도 (가지산 도그하우스),armchair/밀양 아리랑,"35.584772,128.982247",,,4,mo betta blues,6c+
경상남도 (가지산 도그하우스),armchair/밀양 아리랑,"35.584772,128.982247",,,5,armchair,"right,sit, 7a+"
경상남도 (가지산 도그하우스),pedigree,"35.584772,128.982247",,,1,pedigree,5
경상남도 (가지산 도그하우스),pedigree,"35.584772,128.982247",,,2,chappy,6a+
경상남도 (가지산 도그하우스),pedigree,"35.584772,128.982247",,,3,broken heart,6b+
경상남도 (가지산 도그하우스),ㄹ(real),"35.584772,128.982247",,,1,ㄹ traverse,5
경상남도 (가지산 도그하우스),ㄹ(real),"35.584772,128.982247",,,2,ham and egg,6a
경상남도 (가지산 도그하우스),ㄹ(real),"35.584772,128.982247",,,3,ㄹ,6a+
경상남도 (가지산 도그하우스),양지(sunnyspot),"35.584772,128.982247",,,1,sunny spot(양지),6c+
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,1,monkey hang,6b+
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,2,syncronicity,7a+
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,3,alternative fact,7b
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,4,master of puppy,7b+
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,5,ticino vibe,7c
경상남도 (가지산 도그하우스),alternative fact,"35.584772,128.982247",,,6,ticino vibe2,?
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,1,mystic rider,6a+
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,2,fromm,6b+
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,3,shadow of canin,6b+
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,4,canin,7b
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,5,royal canin,7b+
경상남도 (가지산 도그하우스),royal canin,"35.584772,128.982247",,,6,canin,"left, 7c"
경상남도 (가지산 도그하우스),bite force,"35.584772,128.982247",,,1,boulder ethics,7a+
경상남도 (가지산 도그하우스),bite force,"35.584772,128.982247",,,2,bite force,7b+
경상남도 (가지산 도그하우스),bite force,"35.584772,128.982247",,,3,bite force,"low, 7c"
경상남도 (가지산 도그하우스),bite force,"35.584772,128.982247",,,4,bite force,"left, 8b+"
경상남도 (가지산 도그하우스),bite force,"35.584772,128.982247",,,5,dr.hooking,"left, ?"
경상남도 (가지산 도그하우스),roaning wind,"35.584772,128.982247",,,1,tomboy,6c+
경상남도 (가지산 도그하우스),roaning wind,"35.584772,128.982247",,,2,roaning wind,7a+
경상남도 (가지산 도그하우스),space odyssey,"35.584772,128.982247",,,1,super comet,6a+
경상남도 (가지산 도그하우스),space odyssey,"35.584772,128.982247",,,2,space odyssey,7c
경상남도 (가지산 도그하우스),space odyssey,"35.584772,128.982247",,,3,space odyssey,"left, 7c"
경상남도 (가지산 도그하우스),acana,"35.584772,128.982247",,,1,origen,6a
경상남도 (가지산 도그하우스),acana,"35.584772,128.982247",,,2,acana,6a+
경상남도 (가지산 도그하우스),retangular wrestling,"35.584772,128.982247",,,1,retangular wrestling,6a
경상남도 (가지산 도그하우스),vice,"35.584772,128.982247",,,1,vice,6c+
경상남도 (가지산 도그하우스),vice,"35.584772,128.982247",,,2,vincero,7b
경상남도 (가지산 도그하우스),vice,"35.584772,128.982247",,,3,vincero,"left, 7b+"
경상남도 (가지산 도그하우스),cyclops,"35.584772,128.982247",,,1,cyclops(애꾸눈),6a+
경상남도 (가지산 도그하우스),cyclops,"35.584772,128.982247",,,2,high kick,6c+
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,1,soul evolution,3
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,2,phenominal ego,4
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,3,looking for trouble(사서고생),4+
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,4,tuck and roll,"sit, 5"
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,5,rightism,6c+
경상남도 (신불산 계곡),leftism,"35.525800,129.023395",,,6,leftism,7a+
경상남도 (신불산 계곡),ace of base,"35.525800,129.023395",,,1,봄처녀,5
경상남도 (신불산 계곡),ace of base,"35.525800,129.023395",,,2,내실,5+
경상남도 (신불산 계곡),ace of base,"35.525800,129.023395",,,3,ace of base,6c+
경상남도 (신불산 계곡),frisbee,"35.525800,129.023395",,,1,frisbee,6b
경상남도 (신불산 계곡),mental mantling,"35.525800,129.023395",,,1,mental mantling,6a
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,1,dewar's and hundo's,6c+
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,2,auntie gwinesh ashtray,7a
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,3,auntie gwinesh ashtray,"extention, 7a+"
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,4,arhat,7a+
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,5,tropical campus,7b+
경상남도 (신불산 계곡),아라한,"35.525800,129.023395",,,6,arhat,"low, ?"
경상남도 (신불산 계곡),conddom,"35.525800,129.023395",,,1,condom,6c+
경상남도 (신불산 계곡),black defender,"35.525800,129.023395",,,1,mess up table1,3
경상남도 (신불산 계곡),black defender,"35.525800,129.023395",,,2,mess up table2,3
경상남도 (신불산 계곡),black defender,"35.525800,129.023395",,,3,white knight,6a+
경상남도 (신불산 계곡),black defender,"35.525800,129.023395",,,4,black knight,6c+
경상남도 (신불산 계곡),black defender,"35.525800,129.023395",,,5,black defender,7c
경상남도 (신불산 계곡),dry and try,"35.525800,129.023395",,,1,viagra house,3
경상남도 (신불산 계곡),dry and try,"35.525800,129.023395",,,2,돌다리,4
경상남도 (신불산 계곡),dry and try,"35.525800,129.023395",,,3,dry and try,6a
경상남도 (신불산 계곡),dry and try,"35.525800,129.023395",,,4,dry and try,"right, 6a"
경상남도 (신불산 계곡),dry and try,"35.525800,129.023395",,,5,project(돌다리 볼더),?
경상남도 (신불산 계곡),gradarion,"35.525800,129.023395",,,1,gradation,4
경상남도 (신불산 계곡),hite and cass,"35.525800,129.023395",,,1,midnight in the garden of hite and cass,6c+
경상남도 (신불산 계곡),boomerang,"35.525800,129.023395",,,1,boomerang,"left, 6a+"
경상남도 (신불산 계곡),boomerang,"35.525800,129.023395",,,2,boomerang,"left,sit, 6b+"
경상남도 (신불산 계곡),boomerang,"35.525800,129.023395",,,3,boomerang,"right, 6b+"
경상남도 (신불산 계곡),boomerang,"35.525800,129.023395",,,4,boomdrang,"right,sit, 6c+"
경상남도 (신불산 계곡),corazon,"35.525800,129.023395",,,1,개인교습,4
경상남도 (신불산 계곡),corazon,"35.525800,129.023395",,,2,개인교습,"left, 6a+"
경상남도 (신불산 계곡),corazon,"35.525800,129.023395",,,3,삐딱이,6b+
경상남도 (신불산 계곡),corazon,"35.525800,129.023395",,,4,corazon espinado,6c+
경상남도 (신불산 계곡),smoking gun,"35.525800,129.023395",,,1,이무기,4
경상남도 (신불산 계곡),smoking gun,"35.525800,129.023395",,,2,inside out,5
경상남도 (신불산 계곡),smoking gun,"35.525800,129.023395",,,3,asmr,6a
경상남도 (신불산 계곡),smoking gun,"35.525800,129.023395",,,4,미르,6a+
경상남도 (신불산 계곡),smoking gun,"35.525800,129.023395",,,5,smoking gun,7b+
경상남도 (신불산 계곡),little font,"35.525800,129.023395",,,1,to have or to be,5
경상남도 (신불산 계곡),little font,"35.525800,129.023395",,,2,litte font,6a+
경상남도 (신불산 계곡),little font,"35.525800,129.023395",,,3,little font,"right, 6b+"
경상남도 (신불산 계곡),evil way,"35.525800,129.023395",,,1,evil way,6c+
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,1,brittle man,6c+
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,2,ego trip,"left, 6a"
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,3,ego trip,6c
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,4,고추잠자리,6c+
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,5,full swing,7a
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,6,full swing,"sit, 7b"
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,7,full swing,"low, 7b+"
경상남도 (신불산 계곡),full swing-고추잠자리,"35.525800,129.023395",,,8,full swing,"extention, 7c"
경상남도 (신불산 계곡),black sandal,"35.525800,129.023395",,,1,black sandal,5
경상남도 (신불산 계곡),nudge effect,"35.525800,129.023395",,,1,nudge effect,6a+
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,1,곰보,"left, 4"
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,2,곰보,5
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,3,el luchador,6b+
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,4,untill,6b+
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,5,el luchador,"direct, 6c+"
경상남도 (신불산 계곡),luchador,"35.525800,129.023395",,,6,project,?
경상남도 (신불산 계곡),initiation,"35.525800,129.023395",,,1,initiation,"strait, 4"
경상남도 (신불산 계곡),initiation,"35.525800,129.023395",,,2,initiation,6a+
경상남도 (신불산 계곡),initiation,"35.525800,129.023395",,,3,l'arqe'e,6b+
경상남도 (신불산 계곡),initiation,"35.525800,129.023395",,,4,비와 당시의 이야기,6b+
경상남도 (신불산 계곡),initiation,"35.525800,129.023395",,,5,낭만비,6c+
경상남도 (신불산 계곡),rainbow,"35.525800,129.023395",,,1,rainbow traverse,6c+
경상남도 (신불산 계곡),rainbow,"35.525800,129.023395",,,2,rainbow back,7a+
경상남도 (신불산 계곡),rainbow,"35.525800,129.023395",,,3,into the rainbow,7a+
경상남도 (신불산 계곡),rainbow,"35.525800,129.023395",,,4,zitronenpress,7b
경상남도 (신불산 계곡),couch chips,"35.525800,129.023395",,,1,couch chips,7a+
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,1,unknoun(red flame),6a
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,2,white flame,6b+
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,3,white flame,"left, 7a+"
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,4,white flame,"extention, 7b+"
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,5,white flame left ext,7c
경상남도 (신불산 계곡),white flame,"35.525800,129.023395",,,6,unknown(black flame),?
경상남도 (신불산 계곡),큰산,"35.525800,129.023395",,,1,큰산,6b+
경상남도 (신불산 계곡),snail roof,"35.525800,129.023395",,,1,snail roof,7a+
경상남도 (신불산 계곡),보기보다 쉬운길,"35.525800,129.023395",,,1,보기보다 쉬운길,3
경상남도 (신불산 계곡),star bugs,"35.525800,129.023395",,,1,star bugs,5+
경상남도 (신불산 계곡),star bugs,"35.525800,129.023395",,,2,no name,?
경상남도 (신불산 계곡),paper dream,"35.525800,129.023395",,,1,paper dreams,5
경상남도 (신불산 계곡),poindexter,"35.525800,129.023395",,,1,poindexrer's protracter,6a+
경상남도 (신불산 계곡),poindexter,"35.525800,129.023395",,,2,pointdexter stretching,6b+
경상남도 (신불산 계곡),물가 traverse,"35.525800,129.023395",,,1,물가 tracerse,5
경상남도 (신불산 계곡),roof crack,"35.525800,129.023395",,,1,unknown roof crack,?
경상남도 (신불산 계곡),icarus,"35.525800,129.023395",,,1,mj tracerse,6b+
경상남도 (신불산 계곡),icarus,"35.525800,129.023395",,,2,violence is golden,7a+
경상남도 (신불산 계곡),icarus,"35.525800,129.023395",,,3,icarus,7b
경상남도 (신불산 계곡),cube arete,"35.525800,129.023395",,,1,twin cube,3
경상남도 (신불산 계곡),cube arete,"35.525800,129.023395",,,2,cube face,3
경상남도 (신불산 계곡),cube arete,"35.525800,129.023395",,,3,cube arete,4
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,1,foot model,5
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,2,fake slab,5
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,3,bone voyage,6b+
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,4,fake arete,6c
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,5,just masterbating,7a+
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,6,matt's problem,7a+
경상남도 (신불산 계곡),the beach,"35.525800,129.023395",,,7,el casa en el aire,7c
경상남도 (신불산 계곡),가람,"35.525800,129.023395",,,1,가람,5
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,1,도긴개긴,3
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,2,어그지,5
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,3,rejuvenator,6a
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,4,face lift,6a+
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,5,가을바람,6a+
경상남도 (신불산 계곡),barrel of monkey,"35.525800,129.023395",,,6,tough spirit of christoph,7c
경상남도 (신불산 계곡),november rain,"35.525800,129.023395",,,1,november rain,"right, 5"
경상남도 (신불산 계곡),november rain,"35.525800,129.023395",,,2,november rain,6a
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,1,dog wood,"right, 4"
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,2,butt slab,4
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,3,dog wood,5
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,4,겨울이야기,"direct, 5"
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,5,겨울이야기,6a
경상남도 (신불산 계곡),겨울이야기,"35.525800,129.023395",,,6,낙엽 사이로,6b+
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,1,,", 3"
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,2,it blows out flame,6a
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,3,find your feet,6a
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,4,clean as mud,6b
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,5,it burns,7b+
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,6,it burns,7b+
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,7,came from mars,?
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,8,came ftom mars extention,?
경상남도 (신불산 계곡),burns,"35.525800,129.023395",,,9,project(backside of burns),?
경상남도 (신불산 계곡),shooting stars,"35.525800,129.023395",,,1,shooting star,"sit, 6a+"
경상남도 (신불산 계곡),dws,"35.525800,129.023395",,,1,dws,?
경상남도 (신불산 계곡),pinch a loaf,"35.525800,129.023395",,,1,unknown,3
경상남도 (신불산 계곡),pinch a loaf,"35.525800,129.023395",,,2,pinch a loaf,7a+
경상남도 (신불산 계곡),건빵,"35.525800,129.023395",,,1,건빵,4
경상남도 (신불산 계곡),behind burns,"35.525800,129.023395",,,1,behind burns,3
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,1,warm up1-1,"2,3, 4"
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,2,snatch,4
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,3,feak v9,6a
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,4,by the way,6a
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,5,it blows out flame,6a
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,6,clean and jerk,6a
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,7,clean and jerk,6a
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,8,upstreaming salmon,6a+
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,9,last princess,6b
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,10,winter romance1,6b+
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,11,doom raider,7a+
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,12,winter romance2,7a+
경상남도 (신불산 계곡),feak v9,"35.525800,129.023395",,,13,snatch princess,7b
경상남도 (신불산 계곡),flower slab,"35.525800,129.023395",,,1,flower slab,6a
경상남도 (신불산 계곡),ogre mound,"35.525800,129.023395",,,1,dgre mound,6b+
경상남도 (신불산 계곡),ogre mound,"35.525800,129.023395",,,2,ogre march,6c+
경상남도 (신불산 계곡),ogre mound,"35.525800,129.023395",,,3,orge mound,"low, ?"
경상남도 (신불산 계곡),혹뿌리영감,"35.525800,129.023395",,,1,혹뿌리영감,?
경상남도 (신불산 계곡),deep throat,"35.525800,129.023395",,,1,deep throat,7a+
경상남도 (신불산 계곡),deep throat,"35.525800,129.023395",,,2,deep throat,"sit, ?"
경상남도 (신불산 계곡),deep throat,"35.525800,129.023395",,,3,Esperanza,?
경상남도 (신불산 계곡),deep water,"35.525800,129.023395",,,1,waiting for deep water,4
경상남도 (신불산 계곡),deep water,"35.525800,129.023395",,,2,deep water arete,4
경상남도 (신불산 계곡),deep water,"35.525800,129.023395",,,3,deep water crack,4
경상남도 (신불산 계곡),road kill,"35.525800,129.023395",,,1,road kill,"right, 3"
경상남도 (신불산 계곡),road kill,"35.525800,129.023395",,,2,road kill,"left, 3"
경상남도 (신불산 계곡),apple juice,"35.525800,129.023395",,,1,apple juice,"straight, 6a"
경상남도 (신불산 계곡),apple juice,"35.525800,129.023395",,,2,apple juice,"sit, 6a+"
경상남도 (신불산 계곡),apple juice,"35.525800,129.023395",,,3,inevitable consquence,6b+
경상남도 (신불산 계곡),old man's way,"35.525800,129.023395",,,1,no name,3
경상남도 (신불산 계곡),old man's way,"35.525800,129.023395",,,2,old mans way,4
경상남도 (신불산 계곡),ent,"35.525800,129.023395",,,1,ent,?
경상남도 (신불산 계곡),신불산 가는길,"35.525800,129.023395",,,1,virgina,6c+
경상남도 (신불산 계곡),신불산 가는길,"35.525800,129.023395",,,2,신불산 가는 길,?
경상남도 (신불산 계곡),beach slab,"35.525800,129.023395",,,1,물놀이야!,3
경상남도 (신불산 계곡),beach slab,"35.525800,129.023395",,,2,beach slab,?
경상남도 (신불산 계곡),dyno jr,"35.525800,129.023395",,,1,corner climinbing,5
경상남도 (신불산 계곡),dyno jr,"35.525800,129.023395",,,2,dyno jr.,6a
경상남도 (신불산 계곡),dyno jr,"35.525800,129.023395",,,3,hans guck in die suft,6a+
경상남도 (신불산 계곡),road hunter,"35.525800,129.023395",,,1,day dream,3
경상남도 (신불산 계곡),road hunter,"35.525800,129.023395",,,2,road hunter,4
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,1,폭포 마사지,3
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,2,나무그늘 아래3,3
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,3,나무그늘 아래1,4
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,4,나무그늘 아래2,4
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,5,사랑 나무,5
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,6,bbq,5
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,7,나무와 커피,6a
경상남도 (신불산 계곡),나무와 커피,"35.525800,129.023395",,,8,나무와 커피,"left, 6a+"
경상남도 (신불산 계곡),mars,"35.525800,129.023395",,,1,the river of mars,?
경상남도 (신불산 계곡),mars,"35.525800,129.023395",,,2,hill of mars,?
경상남도 (신불산 계곡),바시미,"35.525800,129.023395",,,1,바시미3,6c+
경상남도 (신불산 계곡),바시미,"35.525800,129.023395",,,2,바시미1,7a+
경상남도 (신불산 계곡),바시미,"35.525800,129.023395",,,3,바시미2,7b
경상남도 (신불산 계곡),모기와 그늘,"35.525800,129.023395",,,1,모기와 그늘,6a
경상남도 (신불산 계곡),lost stars,"35.525800,129.023395",,,1,실마리,7a+
경상남도 (신불산 계곡),lost stars,"35.525800,129.023395",,,2,lost stars,7b
경상남도 (신불산 계곡),lost stars,"35.525800,129.023395",,,3,shadow man,7b+
경상남도 (내원사 계곡),양철북,"35.435962,129.098943",,,1,belgium harvest,5
경상남도 (내원사 계곡),양철북,"35.435962,129.098943",,,2,양철북,6a
경상남도 (내원사 계곡),양철북,"35.435962,129.098943",,,3,belgium harverst,"left, 6a"
경상남도 (내원사 계곡),양철북,"35.435962,129.098943",,,4,belgium harvest,"left, 6a"
경상남도 (내원사 계곡),양철북,"35.435962,129.098943",,,5,오스카,6b+
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,1,한끗,6a
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,2,한끗,"low, 6a+"
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,3,sneakers,6b+
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,4,liberta,6c+
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,5,renaissance,7b+
경상남도 (내원사 계곡),renaissance,"35.435962,129.098943",,,6,renaissance,"low, ?"
경상남도 (내원사 계곡),묵어,"35.435962,129.098943",,,1,묵어,6c+
경상남도 (내원사 계곡),추버라,"35.435962,129.098943",,,1,추버라,3
경상남도 (내원사 계곡),추버라,"35.435962,129.098943",,,2,추버라,"left, 5"
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,1,let it out,5
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,2,hey it out,5
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,3,hey jude,6a+
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,4,water bomb,"easy, 6a+"
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,5,make it better,6b
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,6,water bomb,6b+
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,7,water bomb,"right, 6c+"
경상남도 (내원사 계곡),salamander,"35.435962,129.098943",,,8,salamander,7b
경상남도 (내원사 계곡),stereo total,"35.435962,129.098943",,,1,oto,3+
경상남도 (내원사 계곡),stereo total,"35.435962,129.098943",,,2,stereo total,7b+
경상남도 (내원사 계곡),아침이슬,"35.435962,129.098943",,,1,아침이슬,7c
경상남도 (내원사 계곡),걸어서 하늘까지,"35.435962,129.098943",,,1,reckless,5
경상남도 (내원사 계곡),걸어서 하늘까지,"35.435962,129.098943",,,2,걸어서 하늘까지,6a
경상남도 (내원사 계곡),golden compass,"35.435962,129.098943",,,1,golden compass,4
경상남도 (내원사 계곡),golden compass,"35.435962,129.098943",,,2,golden compass,"right, 6a+"
경상남도 (내원사 계곡),golden compass,"35.435962,129.098943",,,3,lady's man,6b
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,1,hit and run,5
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,2,거미 크랙,5
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,3,mcmorning,6a+
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,4,lost 2018 tracerse,6a+
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,5,20190101,6a+
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,6,gas gun,6b
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,7,mcmorning left,"sit, 6c"
경상남도 (내원사 계곡),mc morning,"35.435962,129.098943",,,8,tree frog,7b
경상남도 (내원사 계곡),namaste,"35.435962,129.098943",,,1,out of time,6a+
경상남도 (내원사 계곡),namaste,"35.435962,129.098943",,,2,namaste,?
경상남도 (내원사 계곡),namaste,"35.435962,129.098943",,,3,chau,?
경상남도 (내원사 계곡),smile of tree,"35.435962,129.098943",,,1,smile of trees,4
경상남도 (내원사 계곡),black tube,"35.435962,129.098943",,,1,black tube,"standing, 5"
경상남도 (내원사 계곡),black tube,"35.435962,129.098943",,,2,black tube,?
경상남도 (내원사 계곡),ultima thule,"35.435962,129.098943",,,1,change of season,6b
경상남도 (내원사 계곡),ultima thule,"35.435962,129.098943",,,2,ultima thule1,7b
경상남도 (내원사 계곡),ultima thule,"35.435962,129.098943",,,3,ultima thule3,?
경상남도 (내원사 계곡),ultima thule,"35.435962,129.098943",,,4,ultima thule2,?
경상남도 (내원사 계곡),pale face,"35.435962,129.098943",,,1,bright face1/2,3
경상남도 (내원사 계곡),pale face,"35.435962,129.098943",,,2,pale face,5
경상남도 (내원사 계곡),mon chou,"35.435962,129.098943",,,1,나무옆에서,3
경상남도 (내원사 계곡),mon chou,"35.435962,129.098943",,,2,쉬운 크랙,3
경상남도 (내원사 계곡),mon chou,"35.435962,129.098943",,,3,mon chou,"right,sts, 5"
경상남도 (내원사 계곡),mon chou,"35.435962,129.098943",,,4,mon chou,6c+
경상남도 (내원사 계곡),카운터 플레이,"35.435962,129.098943",,,1,counter play,5
경상남도 (내원사 계곡),카운터 플레이,"35.435962,129.098943",,,2,punch line,6a
경상남도 (내원사 계곡),blue horse,"35.435962,129.098943",,,1,blue horse,7a+
경상남도 (내원사 계곡),앉지마,"35.435962,129.098943",,,1,앉지마,4
경상남도 (내원사 계곡),고통의 트레버스,"35.435962,129.098943",,,1,힐링 트레버스,6a
경상남도 (내원사 계곡),고통의 트레버스,"35.435962,129.098943",,,2,고통의 트레버스,6b+
경상남도 (내원사 계곡),kinder garden,"35.435962,129.098943",,,1,kindergarden left,5
경상남도 (내원사 계곡),kinder garden,"35.435962,129.098943",,,2,kindergarden right,6a
경상남도 (내원사 계곡),butter knife,"35.435962,129.098943",,,1,color lightening,6a
경상남도 (내원사 계곡),butter knife,"35.435962,129.098943",,,2,who stole my dragon eggs,6a
경상남도 (내원사 계곡),butter knife,"35.435962,129.098943",,,3,colored lightening strait,6a+
경상남도 (내원사 계곡),butter knife,"35.435962,129.098943",,,4,butter knife,6b+
경상남도 (내원사 계곡),butter knife,"35.435962,129.098943",,,5,good bye snake,6c+
경상남도 (내원사 계곡),end of the year,"35.435962,129.098943",,,1,end of the year,6a
경상남도 (내원사 계곡),sunshine cave,"35.435962,129.098943",,,1,sunshine cave,6c+
경상남도 (내원사 계곡),딱한번만,"35.435962,129.098943",,,1,딱한번만,6a+
경상남도 (내원사 계곡),철용씨 커피 더,"35.435962,129.098943",,,1,철용씨 커피 더,6a+
경상남도 (내원사 계곡),obje,"35.435962,129.098943",,,1,obje,6b
경상남도 (내원사 계곡),obje,"35.435962,129.098943",,,2,obje,"traverse, 6b+"
경상남도 (내원사 계곡),tyrano,"35.435962,129.098943",,,1,검정고무신,4
경상남도 (내원사 계곡),tyrano,"35.435962,129.098943",,,2,검정고무신,"sit, 6a+"
경상남도 (내원사 계곡),tyrano,"35.435962,129.098943",,,3,tyrano,"left, 7a+"
경상남도 (내원사 계곡),tyrano,"35.435962,129.098943",,,4,tyrano,7b+
경상남도 (내원사 계곡),누워서 하늘까지,"35.435962,129.098943",,,1,누워서 하늘까지,6a
경상남도 (내원사 계곡),vip,"35.435962,129.098943",,,1,vib,6a
경상남도 (내원사 계곡),vip,"35.435962,129.098943",,,2,vip,6b+
경상남도 (내원사 계곡),burning leaf,"35.435962,129.098943",,,1,burning leaf,5
경상남도 (내원사 계곡),깜놀-억지,"35.435962,129.098943",,,1,깜놀,6a
경상남도 (내원사 계곡),깜놀-억지,"35.435962,129.098943",,,2,깜올,"right, 6a"
경상남도 (내원사 계곡),깜놀-억지,"35.435962,129.098943",,,3,억지,6a
경상남도 (내원사 계곡),쿨파스,"35.435962,129.098943",,,1,쿨파스,6a
경상남도 (내원사 계곡),쿨파스,"35.435962,129.098943",,,2,쿨파스,"left, 6a+"
