mountain,zone,coords,directions,description,no,routeName,difficulty
경상남도 모산재,sector a,"35.474424,128.002439",,,25,새내기3,3
경상남도 금성산,색즉시공,"35.514017,128.040063",,,1,sunny slab3,3
경상남도 금성산,색즉시공,"35.514017,128.040063",,,2,sunny slab2,4
경상남도 금성산,색즉시공,"35.514017,128.040063",,,3,sunny slab5,4
경상남도 금성산,색즉시공,"35.514017,128.040063",,,4,sunny slab1,5
경상남도 금성산,색즉시공,"35.514017,128.040063",,,5,sunny slab4,5
경상남도 금성산,색즉시공,"35.514017,128.040063",,,6,hiyashi rice,5
경상남도 금성산,색즉시공,"35.514017,128.040063",,,7,sunny slab6,6a
경상남도 금성산,색즉시공,"35.514017,128.040063",,,8,색즉시공,6c+
경상남도 금성산,색즉시공,"35.514017,128.040063",,,9,공즉시색,?
경상남도 금성산,아리따운,"35.514017,128.040063",,,1,아사,4
경상남도 금성산,아리따운,"35.514017,128.040063",,,2,까치리,6a
경상남도 금성산,아리따운,"35.514017,128.040063",,,3,아사,"sit, 6b+"
경상남도 금성산,아리따운,"35.514017,128.040063",,,4,아리따운,"sit, ?"
경상남도 금성산,아리따운,"35.514017,128.040063",,,5,아리따운,?
경상남도 금성산,wild bee,"35.514017,128.040063",,,1,wild bee,5
경상남도 금성산,wild bee,"35.514017,128.040063",,,2,wild flower,5
경상남도 금성산,wild bee,"35.514017,128.040063",,,3,wild flower,"sit, 6a"
경상남도 금성산,wild bee,"35.514017,128.040063",,,4,wild bee,"sit, 6b+"
경상남도 금성산,사노라면,"35.514017,128.040063",,,1,사노라면,6a
경상남도 금성산,사노라면,"35.514017,128.040063",,,2,사노라면,"left dyno, 6a+"
경상남도 금성산,사노라면,"35.514017,128.040063",,,3,사노라면,"right dyno, 7a+"
경상남도 금성산,oblivion,"35.514017,128.040063",,,1,그냥 한번,4
경상남도 금성산,oblivion,"35.514017,128.040063",,,2,마른장작,4
경상남도 금성산,oblivion,"35.514017,128.040063",,,3,just mantle,5
경상남도 금성산,oblivion,"35.514017,128.040063",,,4,마른장작,"right, 5"
경상남도 금성산,oblivion,"35.514017,128.040063",,,5,oblivion,6a+
경상남도 금성산,oblivion,"35.514017,128.040063",,,6,oblivoion,"sit, ?"
경상남도 금성산,위로의 벽,"35.514017,128.040063",,,1,위로의벽,6a+
경상남도 금성산,월광 소나타,"35.514017,128.040063",,,1,월광 소나타,7a+
경상남도 금성산,월광 소나타,"35.514017,128.040063",,,2,월광 소나타,"low, ?"
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,1,질레꽃 필적에,5
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,2,깡통,6a
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,3,나쁜 바위는 없다,6b+
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,4,퐁퐁,6b+
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,5,nonsense,7a+
경상남도 금성산,깡통-찔레꽃,"35.514017,128.040063",,,6,nonsense,"low, ?"
경상남도 금성산,새날,"35.514017,128.040063",,,1,좋은날,3
경상남도 금성산,새날,"35.514017,128.040063",,,2,새날,"direct, 6a+"
경상남도 금성산,새날,"35.514017,128.040063",,,3,새날,6b+
경상남도 금성산,새날,"35.514017,128.040063",,,4,새날 crack,6c+
경상남도 상성폭포,고인물,"35.702194,128.488823",,,1,고인물,5+
경상남도 상성폭포,고인물,"35.702194,128.488823",,,2,구정물,6a+
경상남도 상성폭포,고인물,"35.702194,128.488823",,,3,고인물 extension,6b+
경상남도 상성폭포,승리호,"35.702194,128.488823",,,1,꽃님이,5
경상남도 상성폭포,승리호,"35.702194,128.488823",,,2,도로시,5
경상남도 상성폭포,승리호,"35.702194,128.488823",,,3,승리호 direct,6c
경상남도 상성폭포,승리호,"35.702194,128.488823",,,4,승리호,6b+
경상남도 상성폭포,승리호,"35.702194,128.488823",,,5,승리호 reverse,6b+
경상남도 상성폭포,4dead,"35.702194,128.488823",,,1,탑아웃v2,5
경상남도 상성폭포,4dead,"35.702194,128.488823",,,2,깜빡,5+
경상남도 상성폭포,4dead,"35.702194,128.488823",,,3,4dead,6a
경상남도 상성폭포,4dead,"35.702194,128.488823",,,4,3580,6a
경상남도 상성폭포,4dead,"35.702194,128.488823",,,5,어케했누,6a+
경상남도 상성폭포,4dead,"35.702194,128.488823",,,6,left 4 dead,?
경상남도 상성폭포,4dead,"35.702194,128.488823",,,7,머선일이고,?
경상남도 상성폭포,4dead,"35.702194,128.488823",,,8,right 4 dead,?
경상남도 상성폭포,백옥,"35.702194,128.488823",,,1,백옥,5
경상남도 상성폭포,백옥,"35.702194,128.488823",,,2,hug,6a
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,1,no name,3
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,2,warm up arete,4
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,3,baklava,4
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,4,left/right,5
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,5,no name (crack traverse),6a
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,6,hush hush,6a
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,7,matt's dyno,6a+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,8,super sofa,"standing, 6a+"
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,9,off the table,"nr.1,6b+"
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,10,2016,6b+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,11,beta smuggler,6b+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,12,big dragon,6c
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,13,off the table,"ng.4, 6c+"
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,14,alpha go,6c+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,15,annual statement,7a
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,16,세대공감,7a
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,17,off the table,"nr.2, 7a"
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,18,bb8,7a+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,19,happy day,7b
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,20,free wiilly,7b+
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,21,project,?
경상남도 청도 (신원골),overview,"35.657453,129.013696",,,22,schmugler,6a+
경상남도 (홍류폭포),애송이,"35.556844,129.066224",,,1,애송이,4
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,1,geen peace,"left, 3"
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,2,embrace,4
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,3,blue shark,4
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,4,뽀송뽀송,5
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,5,avant garde,"direct, 6a"
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,6,green peace,6b+
경상남도 (홍류폭포),avant garde,"35.556844,129.066224",,,7,avant-garde,6c
경상남도 (홍류폭포),auf reisen,"35.556844,129.066224",,,1,misty eye,"sit, 6a+"
경상남도 (홍류폭포),auf reisen,"35.556844,129.066224",,,2,auf reisen,"easy, 6b+"
경상남도 (홍류폭포),auf reisen,"35.556844,129.066224",,,3,auf reisen,7b+
경상남도 (홍류폭포),홍류,"35.556844,129.066224",,,1,야불,4
경상남도 (홍류폭포),홍류,"35.556844,129.066224",,,2,야불,"lift, 4"
경상남도 (홍류폭포),홍류,"35.556844,129.066224",,,3,풍류,5
경상남도 (홍류폭포),홍류,"35.556844,129.066224",,,4,홍류,6b+
경상남도 (홍류폭포),홍류,"35.556844,129.066224",,,5,project,?
경상남도 (천태사 계곡),over view,"35.398251,128.895621",,,1,black tube,6c
경상남도 (천태사 계곡),over view,"35.398251,128.895621",,,2,honey moon,7b+
경상남도 (천태사 계곡),over view,"35.398251,128.895621",,,3,honey bunny,7c+
경상남도 (구만산 계곡),기파랑,"35.604288,128.873397",,,1,기파랑,4
경상남도 (구만산 계곡),기파랑,"35.604288,128.873397",,,2,사다함,6a+
경상남도 (구만산 계곡),기파랑,"35.604288,128.873397",,,3,사다함,"right, ?"
경상남도 (구만산 계곡),apple juice,"35.604288,128.873397",,,1,summer flower allergy,6a+
경상남도 (구만산 계곡),apple juice,"35.604288,128.873397",,,2,apple juice,6a+
경상남도 (구만산 계곡),propofol,"35.604288,128.873397",,,1,over watch,6a
경상남도 (구만산 계곡),propofol,"35.604288,128.873397",,,2,symmetera,6b
경상남도 (구만산 계곡),propofol,"35.604288,128.873397",,,3,pepublic of propofol,6b+
경상남도 (구만산 계곡),ufo,"35.604288,128.873397",,,1,ufo,"right, 3"
경상남도 (구만산 계곡),ufo,"35.604288,128.873397",,,2,ufo,"left, ?"
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,1,autobot,3
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,2,rockdown,5
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,3,decepticon,6a
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,4,megatron,6a+
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,5,tony's arete,6b+
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,6,centinal prime,?
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,7,centinal prime,"strait, ?"
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,8,black meteoroid1,?
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,9,black meteoroid2,?
경상남도 (구만산 계곡),megatron,"35.604288,128.873397",,,10,black meteoroid3,?
경상남도 (구만산 계곡),think bob,"35.604288,128.873397",,,1,think bob,7a+
경상남도 (구만산 계곡),북새바람,"35.604288,128.873397",,,1,북새바람,6a
경상남도 (구만산 계곡),suntan,"35.604288,128.873397",,,1,unknown,5
경상남도 (구만산 계곡),suntan,"35.604288,128.873397",,,2,sun tan,6a
경상남도 (구만산 계곡),구만산 펜션,"35.604288,128.873397",,,1,구만산 펜션,?
경상남도 (구만산 계곡),누구나 가는길,"35.604288,128.873397",,,1,누구나 가느닐2,3
경상남도 (구만산 계곡),누구나 가는길,"35.604288,128.873397",,,2,누구나 가느닐3,3
경상남도 (구만산 계곡),누구나 가는길,"35.604288,128.873397",,,3,누구나 가느닐1,?
경상남도 (구만산 계곡),누구나 가는길,"35.604288,128.873397",,,4,iron powder,?
경상남도 (구만산 계곡),white butt,"35.604288,128.873397",,,1,white butt,4
경상남도 (구만산 계곡),cannon ball,"35.604288,128.873397",,,1,대포한잔,3
경상남도 (구만산 계곡),cannon ball,"35.604288,128.873397",,,2,the juggler,5+
경상남도 (구만산 계곡),cannon ball,"35.604288,128.873397",,,3,human cannon ball,6b
경상남도 (구만산 계곡),cannon ball,"35.604288,128.873397",,,4,peanut gallery,6c
경상남도 (구만산 계곡),cannon ball,"35.604288,128.873397",,,5,fear to guts,6c
경상남도 (구만산 계곡),candle,"35.604288,128.873397",,,1,shadow of candle,4
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,1,bonte(v1),5
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,2,바보야,6a
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,3,나무야,6a
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,4,big brow,"direct, 6a"
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,5,egg scramble,6b+
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,6,big brow,6c+
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,7,멍텅구리,7a+
경상남도 (구만산 계곡),바보야?,"35.604288,128.873397",,,8,멍텅구리,"low, 7b"
경상남도 (구만산 계곡),delilah,"35.604288,128.873397",,,1,해님,3
경상남도 (구만산 계곡),delilah,"35.604288,128.873397",,,2,asylon,5
경상남도 (구만산 계곡),delilah,"35.604288,128.873397",,,3,샴페인,6a+
경상남도 (구만산 계곡),delilah,"35.604288,128.873397",,,4,샴페인 treverse,6b+
경상남도 (구만산 계곡),delilah,"35.604288,128.873397",,,5,delilah,6v+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,1,ghost buster,6b
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,2,empire of ice,6b+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,3,pain  cake,6c+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,4,humble pie,7a+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,5,바야흐로,7a+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,6,pain cake,"low, 7b+"
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,7,skull burster,7c+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,8,skull burster direct,7c+
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,9,pain cake,"sit,traverse, 7v+"
경상남도 (구만산 계곡),skull buster,"35.604288,128.873397",,,10,humble pie low,?
경상남도 (구만산 계곡),큰누에,"35.604288,128.873397",,,1,큰누에,6a+
경상남도 (구만산 계곡),큰누에,"35.604288,128.873397",,,2,큰누에,"low, 6c+"
경상남도 (구만산 계곡),j에게,"35.604288,128.873397",,,1,to j-sit,5
경상남도 (구만산 계곡),j에게,"35.604288,128.873397",,,2,j에게,"dyno, 6a+"
경상남도 (구만산 계곡),어리버리,"35.604288,128.873397",,,1,어리버리,4
경상남도 (구만산 계곡),어리버리,"35.604288,128.873397",,,2,어리버리,"right, 6a+"
경상남도 (구만산 계곡),어리버리,"35.604288,128.873397",,,3,white out,?
경상남도 (구만산 계곡),star treck,"35.604288,128.873397",,,1,star treck,?
경상남도 (구만산 계곡),mantis,"35.604288,128.873397",,,1,mantis,"sts, 6a+"
경상남도 (구만산 계곡),mantis,"35.604288,128.873397",,,2,mantis,6c+
경상남도 (구만산 계곡),mantis,"35.604288,128.873397",,,3,subtle interplay,7b
경상남도 (구만산 계곡),orange traerse,"35.604288,128.873397",,,1,orange traverse,6b+
경상남도 (구만산 계곡),orange traerse,"35.604288,128.873397",,,2,eternal sunshine,6c+
경상남도 (구만산 계곡),orange traerse,"35.604288,128.873397",,,3,orange traverse,"low, 7a+"
경상남도 (구만산 계곡),rampage-black panther,"35.604288,128.873397",,,1,rampage,"direct, 3"
경상남도 (구만산 계곡),rampage-black panther,"35.604288,128.873397",,,2,black panther(흑표범),7a+
경상남도 (구만산 계곡),백세,"35.604288,128.873397",,,1,buddhist mantra,6c+
경상남도 (구만산 계곡),백세,"35.604288,128.873397",,,2,오샙세,7b
경상남도 (구만산 계곡),백세,"35.604288,128.873397",,,3,백세,7c+
경상남도 (구만산 계곡),waterdivine,"35.604288,128.873397",,,1,waterdivine,6a
경상남도 (구만산 계곡),날개,"35.604288,128.873397",,,1,wing,6a
경상남도 (구만산 계곡),날개,"35.604288,128.873397",,,2,big wing,6b+
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,1,happy leggae,5
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,2,happy leggae,"right, 6a"
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,3,cool running,6b+
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,4,bulgogi,"left, 7b"
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,5,bulgogi traverse,7b+
경상남도 (구만산 계곡),불고기-cool running,"35.604288,128.873397",,,6,bulgogi,8a
경상남도 (구만산 계곡),boss eyed,"35.604288,128.873397",,,1,boss-eyed,6b+
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,1,이 편한 트레버스,3
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,2,그늘,4
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,3,그늘,"right, 4"
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,4,apophis,5
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,5,helios,6a
경상남도 (구만산 계곡),papillar,"35.604288,128.873397",,,6,papillar-sit,6a+
경상남도 (구만산 계곡),kin folk,"35.604288,128.873397",,,1,쟈갈(jagal),6b+
경상남도 (구만산 계곡),kin folk,"35.604288,128.873397",,,2,kinfolk,"left, 6c+"
경상남도 (구만산 계곡),kin folk,"35.604288,128.873397",,,3,kinfolk,7a+
경상남도 (구만산 계곡),kin folk,"35.604288,128.873397",,,4,부활 킨포크,7b
